year,state,degree_level,fod_label,n_unweighted,pop_w,employed_w,unemployed_w,labor_force_w,employment_rate,lfp_rate,unemployment_rate,field_category,state_fips2,bls_unemployment_rate
2023,AK,Associate,NA,67,2005,1496,10,1506,0.7461346633416459,0.7511221945137158,0.006640106241699867,Unknown/NA,02,0.0425
2023,AK,Bachelor,Agriculture Production And Management,1,86,86,0,86,1,1,0,Business/Econ,02,0.0425
2023,AK,Bachelor,Anthropology And Archeology,2,34,34,0,34,1,1,0,SocialSciences,02,0.0425
2023,AK,Bachelor,Architecture,1,4,4,0,4,1,1,0,Other,02,0.0425
2023,AK,Bachelor,Area Ethnic And Civilization Studies,2,33,11,0,11,0.3333333333333333,0.3333333333333333,0,Other,02,0.0425
2023,AK,Bachelor,Art History And Criticism,1,8,8,0,8,1,1,0,Humanities,02,0.0425
2023,AK,Bachelor,Atmospheric Sciences And Meteorology,2,23,23,0,23,1,1,0,Other,02,0.0425
2023,AK,Bachelor,Biology,15,255,144,5,149,0.5647058823529412,0.5843137254901961,0.03355704697986577,NaturalSciences,02,0.0425
2023,AK,Bachelor,Business Management And Administration,9,220,177,0,177,0.8045454545454546,0.8045454545454546,0,Business/Econ,02,0.0425
2023,AK,Bachelor,Chemical Engineering,1,43,43,0,43,1,1,0,Engineering,02,0.0425
2023,AK,Bachelor,Chemistry,3,113,86,0,86,0.7610619469026548,0.7610619469026548,0,NaturalSciences,02,0.0425
2023,AK,Bachelor,Civil Engineering,1,48,48,0,48,1,1,0,Engineering,02,0.0425
2023,AK,Bachelor,Commercial Art And Graphic Design,1,53,53,0,53,1,1,0,Arts/Design,02,0.0425
2023,AK,Bachelor,Communications,3,95,95,0,95,1,1,0,Other,02,0.0425
2023,AK,Bachelor,Computer And Information Systems,1,129,129,0,129,1,1,0,CS/Math/Stats,02,0.0425
2023,AK,Bachelor,Computer Science,1,15,15,0,15,1,1,0,CS/Math/Stats,02,0.0425
2023,AK,Bachelor,Criminal Justice And Fire Protection,5,422,333,0,333,0.7890995260663507,0.7890995260663507,0,Other,02,0.0425
2023,AK,Bachelor,Drama And Theater Arts,4,79,79,0,79,1,1,0,Arts/Design,02,0.0425
2023,AK,Bachelor,Early Childhood Education,2,269,58,0,58,0.21561338289962825,0.21561338289962825,0,Education,02,0.0425
2023,AK,Bachelor,Ecology,1,4,4,0,4,1,1,0,Other,02,0.0425
2023,AK,Bachelor,Elementary Education,7,139,139,0,139,1,1,0,Education,02,0.0425
2023,AK,Bachelor,Engineering Technologies,1,14,14,0,14,1,1,0,Engineering,02,0.0425
2023,AK,Bachelor,English Language And Literature,6,329,147,0,147,0.44680851063829785,0.44680851063829785,0,Humanities,02,0.0425
2023,AK,Bachelor,Environmental Science,5,114,40,30,70,0.3508771929824561,0.6140350877192983,0.42857142857142855,Other,02,0.0425
2023,AK,Bachelor,Film Video And Photographic Arts,1,57,57,0,57,1,1,0,Arts/Design,02,0.0425
2023,AK,Bachelor,Fine Arts,5,144,144,0,144,1,1,0,Arts/Design,02,0.0425
2023,AK,Bachelor,General Business,7,213,100,0,100,0.4694835680751174,0.4694835680751174,0,Business/Econ,02,0.0425
2023,AK,Bachelor,General Education,1,6,6,0,6,1,1,0,Education,02,0.0425
2023,AK,Bachelor,General Engineering,1,73,0,0,0,0,0,NA,Engineering,02,0.0425
2023,AK,Bachelor,General Social Sciences,1,71,71,0,71,1,1,0,SocialSciences,02,0.0425
2023,AK,Bachelor,Geography,1,35,0,0,0,0,0,NA,Other,02,0.0425
2023,AK,Bachelor,Health And Medical Preparatory Programs,1,67,67,0,67,1,1,0,Health,02,0.0425
2023,AK,Bachelor,History,1,10,0,0,0,0,0,NA,Humanities,02,0.0425
2023,AK,Bachelor,Hospitality Management,2,15,12,0,12,0.8,0.8,0,Business/Econ,02,0.0425
2023,AK,Bachelor,Human Resources And Personnel Management,1,7,7,0,7,1,1,0,Business/Econ,02,0.0425
2023,AK,Bachelor,Intercultural And International Studies,3,41,33,0,33,0.8048780487804879,0.8048780487804879,0,SocialSciences,02,0.0425
2023,AK,Bachelor,Journalism,2,60,16,0,16,0.26666666666666666,0.26666666666666666,0,Other,02,0.0425
2023,AK,Bachelor,Language And Drama Education,1,7,7,0,7,1,1,0,Education,02,0.0425
2023,AK,Bachelor,Mass Media,1,14,14,0,14,1,1,0,Other,02,0.0425
2023,AK,Bachelor,Mathematics Teacher Education,1,5,5,0,5,1,1,0,CS/Math/Stats,02,0.0425
2023,AK,Bachelor,Mechanical Engineering,3,70,27,0,27,0.38571428571428573,0.38571428571428573,0,Engineering,02,0.0425
2023,AK,Bachelor,Multi-Disciplinary Or General Science,1,15,15,0,15,1,1,0,Other,02,0.0425
2023,AK,Bachelor,Multi/Interdisciplinary Studies,1,8,8,0,8,1,1,0,Other,02,0.0425
2023,AK,Bachelor,Natural Resources Management,2,48,48,0,48,1,1,0,Business/Econ,02,0.0425
2023,AK,Bachelor,Nursing,2,42,5,0,5,0.11904761904761904,0.11904761904761904,0,Health,02,0.0425
2023,AK,Bachelor,Oceanography,2,60,0,0,0,0,0,NA,Other,02,0.0425
2023,AK,Bachelor,Physical Fitness Parks Recreation And Leisure,2,9,9,0,9,1,1,0,Other,02,0.0425
2023,AK,Bachelor,Physics,1,46,46,0,46,1,1,0,NaturalSciences,02,0.0425
2023,AK,Bachelor,Political Science And Government,4,147,126,0,126,0.8571428571428571,0.8571428571428571,0,SocialSciences,02,0.0425
2023,AK,Bachelor,Pre-Law And Legal Studies,1,25,25,0,25,1,1,0,Other,02,0.0425
2023,AK,Bachelor,Psychology,2,37,37,0,37,1,1,0,SocialSciences,02,0.0425
2023,AK,Bachelor,Social Science Or History Teacher Education,3,46,46,0,46,1,1,0,Education,02,0.0425
2023,AK,Bachelor,Sociology,1,11,11,0,11,1,1,0,SocialSciences,02,0.0425
2023,AK,Bachelor,Teacher Education: Multiple Levels,1,15,15,0,15,1,1,0,Education,02,0.0425
2023,AK,Bachelor,Theology And Religious Vocations,1,6,0,0,0,0,0,NA,Other,02,0.0425
2023,AK,Bachelor,Transportation Sciences And Technologies,2,14,14,0,14,1,1,0,Other,02,0.0425
2023,AK,Bachelor,Treatment Therapy Professions,3,65,65,0,65,1,1,0,Other,02,0.0425
2023,AK,Master,Biochemical Sciences,1,8,8,0,8,1,1,0,Other,02,0.0425
2023,AK,Master,Computer Science,1,63,0,63,63,0,1,1,CS/Math/Stats,02,0.0425
2023,AK,Master,Economics,1,2,2,0,2,1,1,0,Business/Econ,02,0.0425
2023,AK,Master,Liberal Arts,1,94,0,94,94,0,1,1,Arts/Design,02,0.0425
2023,AK,Master,Mechanical Engineering,1,95,0,95,95,0,1,1,Engineering,02,0.0425
2023,AK,Master,Treatment Therapy Professions,1,5,5,0,5,1,1,0,Other,02,0.0425
2023,AK,NA,Nursing,2,74,74,0,74,1,1,0,Health,02,0.0425
2023,AR,Associate,NA,403,9095,8115,262,8377,0.8922484881803189,0.9210555250137438,0.0312761131670049,Unknown/NA,05,0.03158333333333333
2023,AR,Bachelor,Accounting,20,400,369,15,384,0.9225,0.96,0.0390625,Business/Econ,05,0.03158333333333333
2023,AR,Bachelor,Advertising And Public Relations,7,100,89,0,89,0.89,0.89,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Agricultural Economics,1,22,22,0,22,1,1,0,Business/Econ,05,0.03158333333333333
2023,AR,Bachelor,Agriculture Production And Management,13,149,149,0,149,1,1,0,Business/Econ,05,0.03158333333333333
2023,AR,Bachelor,Animal Sciences,5,106,106,0,106,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Applied Mathematics,1,12,0,0,0,0,0,NA,CS/Math/Stats,05,0.03158333333333333
2023,AR,Bachelor,Architecture,1,14,14,0,14,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Art And Music Education,11,313,313,0,313,1,1,0,Education,05,0.03158333333333333
2023,AR,Bachelor,Biochemical Sciences,7,192,174,0,174,0.90625,0.90625,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Biological Engineering,1,31,31,0,31,1,1,0,Engineering,05,0.03158333333333333
2023,AR,Bachelor,Biology,30,800,472,91,563,0.59,0.70375,0.16163410301953818,NaturalSciences,05,0.03158333333333333
2023,AR,Bachelor,Biomedical Engineering,4,106,106,0,106,1,1,0,Engineering,05,0.03158333333333333
2023,AR,Bachelor,Business Management And Administration,43,1170,930,54,984,0.7948717948717948,0.841025641025641,0.054878048780487805,Business/Econ,05,0.03158333333333333
2023,AR,Bachelor,Chemical Engineering,5,186,186,0,186,1,1,0,Engineering,05,0.03158333333333333
2023,AR,Bachelor,Chemistry,8,263,199,0,199,0.7566539923954373,0.7566539923954373,0,NaturalSciences,05,0.03158333333333333
2023,AR,Bachelor,Civil Engineering,2,39,39,0,39,1,1,0,Engineering,05,0.03158333333333333
2023,AR,Bachelor,Commercial Art And Graphic Design,13,460,453,0,453,0.9847826086956522,0.9847826086956522,0,Arts/Design,05,0.03158333333333333
2023,AR,Bachelor,Communication Disorders Sciences And Services,10,360,157,147,304,0.4361111111111111,0.8444444444444444,0.48355263157894735,Other,05,0.03158333333333333
2023,AR,Bachelor,Communications,18,416,411,0,411,0.9879807692307693,0.9879807692307693,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Community And Public Health,3,63,63,0,63,1,1,0,Health,05,0.03158333333333333
2023,AR,Bachelor,Composition And Rhetoric,5,64,27,0,27,0.421875,0.421875,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Computer And Information Systems,7,245,245,0,245,1,1,0,CS/Math/Stats,05,0.03158333333333333
2023,AR,Bachelor,Computer Engineering,2,158,158,0,158,1,1,0,CS/Math/Stats,05,0.03158333333333333
2023,AR,Bachelor,Computer Networking And Telecommunications,1,8,8,0,8,1,1,0,CS/Math/Stats,05,0.03158333333333333
2023,AR,Bachelor,Computer Science,25,649,635,14,649,0.9784283513097073,1,0.02157164869029276,CS/Math/Stats,05,0.03158333333333333
2023,AR,Bachelor,Construction Services,2,69,69,0,69,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Criminal Justice And Fire Protection,26,684,556,31,587,0.8128654970760234,0.8581871345029239,0.05281090289608177,Other,05,0.03158333333333333
2023,AR,Bachelor,Criminology,5,153,103,0,103,0.673202614379085,0.673202614379085,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Drama And Theater Arts,3,186,186,0,186,1,1,0,Arts/Design,05,0.03158333333333333
2023,AR,Bachelor,Early Childhood Education,4,54,54,0,54,1,1,0,Education,05,0.03158333333333333
2023,AR,Bachelor,Ecology,2,50,50,0,50,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Economics,2,90,90,0,90,1,1,0,Business/Econ,05,0.03158333333333333
2023,AR,Bachelor,Electrical Engineering,5,118,118,0,118,1,1,0,Engineering,05,0.03158333333333333
2023,AR,Bachelor,Elementary Education,34,738,681,0,681,0.9227642276422764,0.9227642276422764,0,Education,05,0.03158333333333333
2023,AR,Bachelor,Engineering Mechanics Physics And Science,1,23,23,0,23,1,1,0,Engineering,05,0.03158333333333333
2023,AR,Bachelor,English Language And Literature,17,396,259,0,259,0.6540404040404041,0.6540404040404041,0,Humanities,05,0.03158333333333333
2023,AR,Bachelor,Environmental Engineering,1,28,28,0,28,1,1,0,Engineering,05,0.03158333333333333
2023,AR,Bachelor,Environmental Science,1,47,0,47,47,0,1,1,Other,05,0.03158333333333333
2023,AR,Bachelor,Family And Consumer Sciences,7,433,320,113,433,0.7390300230946882,1,0.26096997690531176,Other,05,0.03158333333333333
2023,AR,Bachelor,Film Video And Photographic Arts,2,87,87,0,87,1,1,0,Arts/Design,05,0.03158333333333333
2023,AR,Bachelor,Finance,18,539,535,4,539,0.9925788497217068,1,0.0074211502782931356,Business/Econ,05,0.03158333333333333
2023,AR,Bachelor,Fine Arts,5,122,101,21,122,0.8278688524590164,1,0.1721311475409836,Arts/Design,05,0.03158333333333333
2023,AR,Bachelor,Food Science,2,35,7,28,35,0.2,1,0.8,Other,05,0.03158333333333333
2023,AR,Bachelor,General Agriculture,6,138,138,0,138,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,General Business,32,1284,1145,101,1246,0.8917445482866043,0.9704049844236761,0.08105939004815409,Business/Econ,05,0.03158333333333333
2023,AR,Bachelor,General Education,22,871,814,0,814,0.9345579793340988,0.9345579793340988,0,Education,05,0.03158333333333333
2023,AR,Bachelor,General Engineering,6,262,262,0,262,1,1,0,Engineering,05,0.03158333333333333
2023,AR,Bachelor,General Medical And Health Services,5,287,287,0,287,1,1,0,Health,05,0.03158333333333333
2023,AR,Bachelor,Geography,2,47,47,0,47,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Geology And Earth Science,2,39,20,19,39,0.5128205128205128,1,0.48717948717948717,NaturalSciences,05,0.03158333333333333
2023,AR,Bachelor,Geosciences,1,23,23,0,23,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Health And Medical Administrative Services,4,62,62,0,62,1,1,0,Health,05,0.03158333333333333
2023,AR,Bachelor,Health And Medical Preparatory Programs,1,25,25,0,25,1,1,0,Health,05,0.03158333333333333
2023,AR,Bachelor,History,8,122,84,0,84,0.6885245901639344,0.6885245901639344,0,Humanities,05,0.03158333333333333
2023,AR,Bachelor,Hospitality Management,3,19,19,0,19,1,1,0,Business/Econ,05,0.03158333333333333
2023,AR,Bachelor,Human Resources And Personnel Management,2,57,57,0,57,1,1,0,Business/Econ,05,0.03158333333333333
2023,AR,Bachelor,Human Services And Community Organization,1,28,28,0,28,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Industrial And Manufacturing Engineering,3,49,49,0,49,1,1,0,Engineering,05,0.03158333333333333
2023,AR,Bachelor,Industrial Production Technologies,1,10,10,0,10,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Information Sciences,3,47,47,0,47,1,1,0,CS/Math/Stats,05,0.03158333333333333
2023,AR,Bachelor,Intercultural And International Studies,1,24,24,0,24,1,1,0,SocialSciences,05,0.03158333333333333
2023,AR,Bachelor,International Business,1,11,11,0,11,1,1,0,Business/Econ,05,0.03158333333333333
2023,AR,Bachelor,International Relations,1,6,0,0,0,0,0,NA,SocialSciences,05,0.03158333333333333
2023,AR,Bachelor,Journalism,12,487,347,44,391,0.7125256673511293,0.8028747433264887,0.11253196930946291,Other,05,0.03158333333333333
2023,AR,Bachelor,Language And Drama Education,1,11,11,0,11,1,1,0,Education,05,0.03158333333333333
2023,AR,Bachelor,Liberal Arts,8,149,102,0,102,0.6845637583892618,0.6845637583892618,0,Arts/Design,05,0.03158333333333333
2023,AR,Bachelor,Linguistics And Comparative Language And Literature,1,6,6,0,6,1,1,0,Humanities,05,0.03158333333333333
2023,AR,Bachelor,Management Information Systems And Statistics,3,115,115,0,115,1,1,0,CS/Math/Stats,05,0.03158333333333333
2023,AR,Bachelor,Marketing And Marketing Research,31,831,765,0,765,0.9205776173285198,0.9205776173285198,0,Business/Econ,05,0.03158333333333333
2023,AR,Bachelor,Mass Media,8,230,192,0,192,0.8347826086956521,0.8347826086956521,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Materials Science,1,9,9,0,9,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Mathematics,7,236,236,0,236,1,1,0,CS/Math/Stats,05,0.03158333333333333
2023,AR,Bachelor,Mechanical Engineering,14,337,313,0,313,0.9287833827893175,0.9287833827893175,0,Engineering,05,0.03158333333333333
2023,AR,Bachelor,Mechanical Engineering Related Technologies,2,49,49,0,49,1,1,0,Engineering,05,0.03158333333333333
2023,AR,Bachelor,Medical Assisting Services,2,153,153,0,153,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Medical Technologies Technicians,7,171,171,0,171,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Miscellaneous Agriculture,2,55,55,0,55,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Miscellaneous Biology,4,55,55,0,55,1,1,0,NaturalSciences,05,0.03158333333333333
2023,AR,Bachelor,Miscellaneous Business and Medical Administration,1,33,33,0,33,1,1,0,Business/Econ,05,0.03158333333333333
2023,AR,Bachelor,Miscellaneous Education,3,11,11,0,11,1,1,0,Education,05,0.03158333333333333
2023,AR,Bachelor,Miscellaneous Engineering Technologies,4,138,122,0,122,0.8840579710144928,0.8840579710144928,0,Engineering,05,0.03158333333333333
2023,AR,Bachelor,Miscellaneous Fine Arts,2,29,2,0,2,0.06896551724137931,0.06896551724137931,0,Arts/Design,05,0.03158333333333333
2023,AR,Bachelor,Miscellaneous Health Medical Professions,2,61,57,0,57,0.9344262295081968,0.9344262295081968,0,Health,05,0.03158333333333333
2023,AR,Bachelor,Molecular Biology,1,13,13,0,13,1,1,0,NaturalSciences,05,0.03158333333333333
2023,AR,Bachelor,Multi-Disciplinary Or General Science,10,353,321,0,321,0.9093484419263456,0.9093484419263456,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Multi/Interdisciplinary Studies,2,18,18,0,18,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Music,4,62,51,0,51,0.8225806451612904,0.8225806451612904,0,Arts/Design,05,0.03158333333333333
2023,AR,Bachelor,Natural Resources Management,4,33,33,0,33,1,1,0,Business/Econ,05,0.03158333333333333
2023,AR,Bachelor,Nuclear Engineering,1,16,16,0,16,1,1,0,Engineering,05,0.03158333333333333
2023,AR,Bachelor,"Nuclear, Industrial Radiology, And Biological Technologies",2,56,56,0,56,1,1,0,NaturalSciences,05,0.03158333333333333
2023,AR,Bachelor,Nursing,61,1429,1391,22,1413,0.9734079776067179,0.9888033589923023,0.01556970983722576,Health,05,0.03158333333333333
2023,AR,Bachelor,Nutrition Sciences,3,42,28,0,28,0.6666666666666666,0.6666666666666666,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Operations Logistics And E-Commerce,11,409,409,0,409,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Other Foreign Languages,2,25,25,0,25,1,1,0,Humanities,05,0.03158333333333333
2023,AR,Bachelor,Petroleum Engineering,1,13,13,0,13,1,1,0,Engineering,05,0.03158333333333333
2023,AR,Bachelor,Philosophy And Religious Studies,2,30,30,0,30,1,1,0,Humanities,05,0.03158333333333333
2023,AR,Bachelor,Physical And Health Education Teaching,4,222,222,0,222,1,1,0,Health,05,0.03158333333333333
2023,AR,Bachelor,Physical Fitness Parks Recreation And Leisure,27,1058,1009,0,1009,0.9536862003780718,0.9536862003780718,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Physics,1,38,38,0,38,1,1,0,NaturalSciences,05,0.03158333333333333
2023,AR,Bachelor,Physiology,1,66,66,0,66,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Plant Science And Agronomy,3,133,133,0,133,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Political Science And Government,12,329,237,0,237,0.7203647416413373,0.7203647416413373,0,SocialSciences,05,0.03158333333333333
2023,AR,Bachelor,Psychology,49,1224,1014,121,1135,0.8284313725490197,0.9272875816993464,0.1066079295154185,SocialSciences,05,0.03158333333333333
2023,AR,Bachelor,Science And Computer Teacher Education,2,28,5,23,28,0.17857142857142858,1,0.8214285714285714,CS/Math/Stats,05,0.03158333333333333
2023,AR,Bachelor,Secondary Teacher Education,1,15,15,0,15,1,1,0,Education,05,0.03158333333333333
2023,AR,Bachelor,Social Science Or History Teacher Education,3,79,36,0,36,0.45569620253164556,0.45569620253164556,0,Education,05,0.03158333333333333
2023,AR,Bachelor,Social Work,8,234,234,0,234,1,1,0,SocialSciences,05,0.03158333333333333
2023,AR,Bachelor,Sociology,4,215,52,0,52,0.24186046511627907,0.24186046511627907,0,SocialSciences,05,0.03158333333333333
2023,AR,Bachelor,Special Needs Education,5,152,84,0,84,0.5526315789473685,0.5526315789473685,0,Education,05,0.03158333333333333
2023,AR,Bachelor,Statistics And Decision Science,1,4,4,0,4,1,1,0,CS/Math/Stats,05,0.03158333333333333
2023,AR,Bachelor,Teacher Education: Multiple Levels,6,158,158,0,158,1,1,0,Education,05,0.03158333333333333
2023,AR,Bachelor,Theology And Religious Vocations,8,232,232,0,232,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Transportation Sciences And Technologies,3,96,96,0,96,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,Treatment Therapy Professions,5,87,87,0,87,1,1,0,Other,05,0.03158333333333333
2023,AR,Bachelor,United States History,1,8,8,0,8,1,1,0,Humanities,05,0.03158333333333333
2023,AR,Bachelor,Veterinary Medicine,1,14,14,0,14,1,1,0,Health,05,0.03158333333333333
2023,AR,Master,Accounting,5,171,171,0,171,1,1,0,Business/Econ,05,0.03158333333333333
2023,AR,Master,Art And Music Education,1,3,3,0,3,1,1,0,Education,05,0.03158333333333333
2023,AR,Master,Biology,1,52,52,0,52,1,1,0,NaturalSciences,05,0.03158333333333333
2023,AR,Master,Business Management And Administration,2,42,42,0,42,1,1,0,Business/Econ,05,0.03158333333333333
2023,AR,Master,Chemical Engineering,1,12,12,0,12,1,1,0,Engineering,05,0.03158333333333333
2023,AR,Master,Chemistry,1,14,14,0,14,1,1,0,NaturalSciences,05,0.03158333333333333
2023,AR,Master,Communication Disorders Sciences And Services,3,53,53,0,53,1,1,0,Other,05,0.03158333333333333
2023,AR,Master,Communications,2,31,31,0,31,1,1,0,Other,05,0.03158333333333333
2023,AR,Master,Community And Public Health,1,14,14,0,14,1,1,0,Health,05,0.03158333333333333
2023,AR,Master,Computer And Information Systems,1,9,9,0,9,1,1,0,CS/Math/Stats,05,0.03158333333333333
2023,AR,Master,Computer Science,1,127,127,0,127,1,1,0,CS/Math/Stats,05,0.03158333333333333
2023,AR,Master,Counseling Psychology,2,87,87,0,87,1,1,0,SocialSciences,05,0.03158333333333333
2023,AR,Master,Economics,2,45,13,0,13,0.28888888888888886,0.28888888888888886,0,Business/Econ,05,0.03158333333333333
2023,AR,Master,"Electrical, Mechanical, And Precision Technologies And Production",1,9,9,0,9,1,1,0,Other,05,0.03158333333333333
2023,AR,Master,Elementary Education,3,46,46,0,46,1,1,0,Education,05,0.03158333333333333
2023,AR,Master,English Language And Literature,2,13,13,0,13,1,1,0,Humanities,05,0.03158333333333333
2023,AR,Master,Film Video And Photographic Arts,1,8,8,0,8,1,1,0,Arts/Design,05,0.03158333333333333
2023,AR,Master,General Business,2,7,7,0,7,1,1,0,Business/Econ,05,0.03158333333333333
2023,AR,Master,General Education,4,50,46,0,46,0.92,0.92,0,Education,05,0.03158333333333333
2023,AR,Master,General Engineering,1,23,23,0,23,1,1,0,Engineering,05,0.03158333333333333
2023,AR,Master,General Medical And Health Services,2,39,39,0,39,1,1,0,Health,05,0.03158333333333333
2023,AR,Master,History,3,182,60,35,95,0.32967032967032966,0.521978021978022,0.3684210526315789,Humanities,05,0.03158333333333333
2023,AR,Master,Industrial And Organizational Psychology,1,11,11,0,11,1,1,0,SocialSciences,05,0.03158333333333333
2023,AR,Master,Information Sciences,1,39,39,0,39,1,1,0,CS/Math/Stats,05,0.03158333333333333
2023,AR,Master,Journalism,2,48,48,0,48,1,1,0,Other,05,0.03158333333333333
2023,AR,Master,Language And Drama Education,1,3,3,0,3,1,1,0,Education,05,0.03158333333333333
2023,AR,Master,Liberal Arts,1,13,13,0,13,1,1,0,Arts/Design,05,0.03158333333333333
2023,AR,Master,Mathematics,1,1,0,0,0,0,0,NA,CS/Math/Stats,05,0.03158333333333333
2023,AR,Master,Mathematics Teacher Education,1,118,118,0,118,1,1,0,CS/Math/Stats,05,0.03158333333333333
2023,AR,Master,Mechanical Engineering,1,33,33,0,33,1,1,0,Engineering,05,0.03158333333333333
2023,AR,Master,Microbiology,1,6,0,6,6,0,1,1,NaturalSciences,05,0.03158333333333333
2023,AR,Master,Miscellaneous Engineering Technologies,1,3,3,0,3,1,1,0,Engineering,05,0.03158333333333333
2023,AR,Master,Miscellaneous Psychology,1,13,13,0,13,1,1,0,SocialSciences,05,0.03158333333333333
2023,AR,Master,Multi-Disciplinary Or General Science,1,23,23,0,23,1,1,0,Other,05,0.03158333333333333
2023,AR,Master,Music,2,57,57,0,57,1,1,0,Arts/Design,05,0.03158333333333333
2023,AR,Master,Nursing,1,46,46,0,46,1,1,0,Health,05,0.03158333333333333
2023,AR,Master,Operations Logistics And E-Commerce,1,3,3,0,3,1,1,0,Other,05,0.03158333333333333
2023,AR,Master,Physical And Health Education Teaching,1,9,9,0,9,1,1,0,Health,05,0.03158333333333333
2023,AR,Master,Physical Fitness Parks Recreation And Leisure,2,80,80,0,80,1,1,0,Other,05,0.03158333333333333
2023,AR,Master,Political Science And Government,4,108,108,0,108,1,1,0,SocialSciences,05,0.03158333333333333
2023,AR,Master,Psychology,1,20,20,0,20,1,1,0,SocialSciences,05,0.03158333333333333
2023,AR,Master,Public Administration,1,32,32,0,32,1,1,0,Other,05,0.03158333333333333
2023,AR,Master,Science And Computer Teacher Education,1,15,15,0,15,1,1,0,CS/Math/Stats,05,0.03158333333333333
2023,AR,Master,Social Work,3,30,30,0,30,1,1,0,SocialSciences,05,0.03158333333333333
2023,AR,Master,Sociology,1,33,33,0,33,1,1,0,SocialSciences,05,0.03158333333333333
2023,AR,Master,Teacher Education: Multiple Levels,1,3,3,0,3,1,1,0,Education,05,0.03158333333333333
2023,AR,Master,Treatment Therapy Professions,1,116,116,0,116,1,1,0,Other,05,0.03158333333333333
2023,AR,NA,Accounting,1,10,10,0,10,1,1,0,Business/Econ,05,0.03158333333333333
2023,AR,NA,Animal Sciences,1,12,12,0,12,1,1,0,Other,05,0.03158333333333333
2023,AR,NA,Anthropology And Archeology,1,22,22,0,22,1,1,0,SocialSciences,05,0.03158333333333333
2023,AR,NA,Biology,3,72,72,0,72,1,1,0,NaturalSciences,05,0.03158333333333333
2023,AR,NA,Commercial Art And Graphic Design,1,75,75,0,75,1,1,0,Arts/Design,05,0.03158333333333333
2023,AR,NA,Communication Disorders Sciences And Services,1,11,11,0,11,1,1,0,Other,05,0.03158333333333333
2023,AR,NA,History,1,13,13,0,13,1,1,0,Humanities,05,0.03158333333333333
2023,AR,NA,International Relations,1,14,14,0,14,1,1,0,SocialSciences,05,0.03158333333333333
2023,AR,NA,Physical Fitness Parks Recreation And Leisure,3,34,34,0,34,1,1,0,Other,05,0.03158333333333333
2023,AR,NA,Political Science And Government,2,34,34,0,34,1,1,0,SocialSciences,05,0.03158333333333333
2023,AR,NA,Treatment Therapy Professions,1,23,23,0,23,1,1,0,Other,05,0.03158333333333333
2023,CO,Associate,NA,634,15310,12877,543,13420,0.8410842586544742,0.8765512736773351,0.04046199701937407,Unknown/NA,08,0.03283333333333333
2023,CO,Bachelor,Accounting,43,1087,945,75,1020,0.8693652253909844,0.9383624655013799,0.07352941176470588,Business/Econ,08,0.03283333333333333
2023,CO,Bachelor,Actuarial Science,4,107,107,0,107,1,1,0,Other,08,0.03283333333333333
2023,CO,Bachelor,Advertising And Public Relations,18,610,587,13,600,0.9622950819672131,0.9836065573770492,0.021666666666666667,Other,08,0.03283333333333333
2023,CO,Bachelor,Aerospace Engineering,17,301,259,13,272,0.8604651162790697,0.9036544850498339,0.04779411764705882,Engineering,08,0.03283333333333333
2023,CO,Bachelor,Agricultural Economics,1,29,0,29,29,0,1,1,Business/Econ,08,0.03283333333333333
2023,CO,Bachelor,Agriculture Production And Management,18,296,231,0,231,0.7804054054054054,0.7804054054054054,0,Business/Econ,08,0.03283333333333333
2023,CO,Bachelor,Animal Sciences,21,610,503,85,588,0.8245901639344262,0.9639344262295082,0.1445578231292517,Other,08,0.03283333333333333
2023,CO,Bachelor,Anthropology And Archeology,13,189,174,13,187,0.9206349206349206,0.9894179894179894,0.06951871657754011,SocialSciences,08,0.03283333333333333
